"Story","Title","Result","Date","Stability","Duration (s)"
"Seleccionar articulo al carrito de compras del exito","ingresar a la pagina del exito","ERROR","2023-11-19T23:51:06.4431886-05:00[America/Bogota]","0.0","1.58"
